INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,PARENT1_INDEX,MSTATUS_INDEX,CAR_USE_INDEX,REVOKED_INDEX,URBANICITY_INDEX,EDUCATION_INDEX,JOB_INDEX,CAR_TYPE_INDEX,HOME_VAL_BIN,CAR_AGE_BIN,HOMEKIDS_BIN,KIDSDRIV_BIN,JOB_BIN,EDUCATION_BIN,logINCOME,logMVR_PTS,logBLUEBOOK,logCLM_FREQ,logAGE,logTRAVTIME
5468,0,0.0,1,42.0,3,15.0,122744.0,No,322924.0,Yes,z_F,Bachelors,Professional,24,Private,13770.0,14,Sports Car,no,0.0,0,No,0,5.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,3,1,1,1,1,1,1,11.717864311629592,0.0,9.5302475917227,0.0,3.7376696182833684,3.1780538303479458
5469,0,0.0,0,55.0,0,13.0,19694.0,No,162610.0,Yes,z_F,Masters,Lawyer,63,Private,22430.0,11,z_SUV,no,0.0,0,No,2,12.544225669550919,Highly Urban/ Urban,0,1,0,0,0,3,6.0,0,1,1,0,0,1,1,9.888120075405006,1.0986122886681098,10.018154627514255,0.0,4.007333185232471,4.143134726391533
5470,0,0.0,0,39.0,3,13.0,79415.0,No,228056.0,Yes,z_F,z_High School,z_Blue Collar,45,Commercial,13870.0,9,Minivan,no,35944.0,1,Yes,5,10.0,Highly Urban/ Urban,0,1,1,1,0,1,2.0,1,1,1,1,0,0,0,11.282455138269558,1.791759469228055,9.537483513308878,0.6931471805599453,3.6635616461296463,3.8066624897703196
5472,1,23910.116304,0,42.0,1,12.0,98515.0,Yes,289187.0,z_No,z_F,Masters,Lawyer,22,Private,15990.0,1,z_SUV,no,4208.0,1,No,4,17.0,Highly Urban/ Urban,1,0,0,0,0,3,6.0,0,1,1,1,0,1,1,11.497974250517016,1.6094379124341003,9.679718805828,0.6931471805599453,3.7376696182833684,3.091042453358316
5473,0,0.0,0,47.0,0,9.0,58081.0,No,0.0,z_No,z_F,Masters,Lawyer,42,Private,12010.0,1,z_SUV,no,0.0,0,No,4,12.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,0,0,1,0,0,1,1,10.969611084167505,1.6094379124341003,9.39349491507403,0.0,3.8501476017100584,3.7376696182833684
5476,0,0.0,0,49.0,0,11.0,20529.0,No,83752.0,Yes,z_F,<High School,z_Blue Collar,40,Private,8450.0,14,z_SUV,no,0.0,0,No,0,3.0,Highly Urban/ Urban,0,1,0,0,0,0,2.0,0,1,1,0,0,0,0,9.929642510012979,0.0,9.041921720351219,0.0,3.8918202981106265,3.6888794541139363
5477,0,0.0,0,29.0,3,11.0,28459.0,No,117349.0,Yes,M,z_High School,Clerical,63,Private,6970.0,10,Minivan,no,0.0,0,Yes,0,9.0,Highly Urban/ Urban,0,1,0,1,0,1,3.0,1,1,1,1,0,0,0,10.256254871643844,0.0,8.84937050375457,0.0,3.367295829986474,4.143134726391533
5478,0,0.0,0,41.0,0,11.0,48022.0,No,0.0,z_No,z_F,Masters,Home Maker,40,Private,11050.0,11,z_SUV,no,0.0,0,No,0,18.0,Highly Urban/ Urban,0,0,0,0,0,3,1.0,0,0,1,0,0,0,1,10.779435341793006,0.0,9.3101857069459,0.0,3.713572066704308,3.6888794541139363
5479,0,0.0,0,40.0,2,14.0,51583.0,No,188787.0,Yes,z_F,Bachelors,Clerical,51,Private,29330.0,1,z_SUV,no,3755.0,2,No,0,13.0,Highly Urban/ Urban,0,1,0,0,0,2,3.0,0,1,1,1,0,0,1,10.8509668258663,0.0,10.286366161971497,1.0986122886681098,3.6888794541139363,3.9318256327243257
5482,0,0.0,0,46.0,0,11.0,52543.0,No,219675.0,Yes,M,z_High School,Manager,33,Commercial,18450.0,4,Van,no,5393.0,1,No,0,1.0,Highly Urban/ Urban,0,1,1,0,0,1,7.0,4,1,0,0,0,1,0,10.8694061928121,0.0,9.822819649468673,0.6931471805599453,3.828641396489095,3.4965075614664802
5483,1,60846.530416,1,36.0,2,12.0,131090.0,Yes,360638.0,z_No,M,Bachelors,z_Blue Collar,29,Commercial,32430.0,1,Panel Truck,yes,6514.0,4,No,9,9.0,Highly Urban/ Urban,1,0,1,0,0,2,2.0,5,1,1,1,1,0,1,11.783647017509697,2.302585092994046,10.386839199301363,1.6094379124341003,3.58351893845611,3.367295829986474
5485,0,0.0,0,42.0,0,13.0,22743.0,No,114624.0,Yes,z_F,<High School,z_Blue Collar,12,Private,17270.0,6,z_SUV,no,7340.0,1,No,5,1.0,Highly Urban/ Urban,0,1,0,0,0,0,2.0,0,1,0,0,0,0,0,10.032056653330836,1.791759469228055,9.756726171140725,0.6931471805599453,3.7376696182833684,2.4849066497880004
5486,0,0.0,0,40.0,1,11.0,46224.0,No,160527.0,Yes,M,z_High School,z_Blue Collar,43,Commercial,5500.0,5,Minivan,no,0.0,0,No,0,1.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,1,1,0,1,0,0,0,10.741276056255325,0.0,8.612503371220562,0.0,3.6888794541139363,3.7612001156935624
5487,0,0.0,0,52.0,0,10.0,58780.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,45,Commercial,12580.0,4,Minivan,yes,1971.0,3,No,0,5.0,Highly Urban/ Urban,0,0,1,0,0,2,2.0,1,0,1,0,0,0,1,10.981573952417511,0.0,9.439863530254431,1.3862943611198906,3.9512437185814275,3.8066624897703196
5488,1,5125.0,1,44.0,2,8.0,42408.0,Yes,0.0,z_No,M,Bachelors,Professional,43,Commercial,6400.0,13,Pickup,yes,0.0,0,No,1,9.0,Highly Urban/ Urban,1,0,1,0,0,2,4.0,2,0,1,1,1,1,1,10.655115882846145,0.6931471805599453,8.764053269347762,0.0,3.784189633918261,3.7612001156935624
5489,0,0.0,0,52.0,0,12.0,68471.0,No,256802.0,Yes,M,Masters,Not Specified,11,Commercial,22140.0,5,Van,yes,0.0,0,No,0,13.0,Highly Urban/ Urban,0,1,1,0,0,3,8.0,4,1,1,0,0,1,1,11.134180181561446,0.0,10.005141206262628,0.0,3.9512437185814275,2.3978952727983707
5490,0,0.0,0,31.0,3,0.0,0.0,Yes,0.0,z_No,z_F,Bachelors,Home Maker,23,Private,14140.0,3,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural,1,0,0,0,1,2,1.0,0,0,0,1,0,0,1,0.0,0.0,9.556762939450564,0.0,3.4339872044851463,3.1354942159291497
5491,0,0.0,0,57.0,2,14.0,8254.0,No,0.0,Yes,z_F,z_High School,Student,79,Commercial,1500.0,10,z_SUV,no,28137.0,3,No,3,1.0,z_Highly Rural/ Rural,0,1,1,0,1,1,0.0,0,0,0,1,0,0,0,9.018574356354229,1.3862943611198906,7.313220387090301,1.3862943611198906,4.04305126783455,4.3694478524670215
5492,1,6799.0,0,39.0,0,7.0,23551.0,No,0.0,z_No,M,z_High School,Clerical,39,Commercial,9200.0,10,Pickup,yes,6632.0,3,No,4,1.0,Highly Urban/ Urban,0,0,1,0,0,1,3.0,2,0,0,0,0,0,0,10.066966021528604,1.6094379124341003,9.126958763037132,1.3862943611198906,3.6635616461296463,3.6635616461296463
5493,1,4613.0,0,51.0,0,11.23325149289735,94160.0,No,310037.0,z_No,M,<High School,z_Blue Collar,31,Private,6600.0,1,Pickup,no,8136.0,2,No,0,5.0,Highly Urban/ Urban,0,0,0,0,0,0,2.0,2,1,1,0,0,0,0,11.452761362098665,0.0,8.794824928014517,1.0986122886681098,3.9318256327243257,3.4339872044851463
5496,1,3068.9146622,0,29.0,1,0.0,0.0,Yes,0.0,z_No,z_F,z_High School,Student,40,Commercial,9370.0,10,Sports Car,no,0.0,0,No,0,1.0,Highly Urban/ Urban,1,0,1,0,0,1,0.0,3,0,0,1,0,0,0,0.0,0.0,9.145268375232467,0.0,3.367295829986474,3.6888794541139363
5498,0,0.0,0,49.0,0,9.0,65884.0,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,30,Commercial,10240.0,1,z_SUV,no,2144.0,3,No,3,15.0,Highly Urban/ Urban,0,0,1,0,0,2,2.0,0,0,1,0,0,0,1,11.095666076979352,1.3862943611198906,9.234056898593499,1.3862943611198906,3.8918202981106265,3.4011973816621555
5500,0,0.0,0,42.0,0,11.0,74223.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,5,Commercial,13120.0,1,Minivan,yes,35061.0,2,Yes,2,10.0,Highly Urban/ Urban,0,0,1,1,0,2,2.0,1,0,1,0,0,0,1,11.214842826991525,1.0986122886681098,9.48189306249808,1.0986122886681098,3.7376696182833684,1.6094379124341003
5501,0,0.0,0,37.0,0,10.0,91613.0,No,286674.0,z_No,M,Bachelors,z_Blue Collar,57,Commercial,14360.0,7,Minivan,yes,0.0,0,No,0,13.0,z_Highly Rural/ Rural,0,0,1,0,1,2,2.0,1,1,1,0,0,0,1,11.425339377411566,0.0,9.572201842602215,0.0,3.6109179126442243,4.04305126783455
5502,0,0.0,0,52.0,0,13.0,4857.0,No,100327.0,Yes,z_F,z_High School,Home Maker,42,Private,7190.0,1,z_SUV,no,0.0,0,No,0,9.0,z_Highly Rural/ Rural,0,1,0,0,1,1,1.0,0,1,1,0,0,0,0,8.488382109562117,0.0,8.880446450715093,0.0,3.9512437185814275,3.7376696182833684
5503,1,26243.507804,0,50.0,1,15.0,61138.0,No,198569.0,Yes,M,Masters,Lawyer,16,Private,36330.0,1,Minivan,no,0.0,0,No,1,1.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,1,1,0,1,0,1,1,11.020905239406584,0.6931471805599453,10.500399125215248,0.0,3.912023005428146,2.772588722239781
5504,1,7680.0,0,34.0,0,7.387395300135988,39752.0,No,148049.0,z_No,M,Bachelors,z_Blue Collar,40,Commercial,21510.0,4,Van,no,6025.0,3,No,2,10.0,Highly Urban/ Urban,0,0,1,0,0,2,2.0,4,1,1,0,0,0,1,10.590440588932745,1.0986122886681098,9.976273222261776,1.3862943611198906,3.5263605246161616,3.6888794541139363
5505,0,0.0,0,53.0,0,10.0,53261.0,No,213913.0,Yes,M,Masters,Professional,19,Private,1500.0,1,Minivan,no,0.0,0,No,0,13.0,Highly Urban/ Urban,0,1,0,0,0,3,4.0,1,1,1,0,0,1,1,10.882978410296374,0.0,7.313220387090301,0.0,3.970291913552122,2.9444389791664403
5506,0,0.0,2,37.0,4,5.0,79846.0,Yes,0.0,z_No,z_F,<High School,z_Blue Collar,27,Private,13180.0,14,z_SUV,no,3903.0,1,No,0,1.0,z_Highly Rural/ Rural,1,0,0,0,1,0,2.0,0,0,0,1,1,0,0,11.287867582492789,0.0,9.486455808056498,0.6931471805599453,3.6109179126442243,3.295836866004329
5508,0,0.0,0,46.0,0,11.0,99739.0,No,0.0,z_No,z_F,Bachelors,Manager,53,Private,24220.0,11,z_SUV,no,4707.0,2,No,0,9.841792349826228,Highly Urban/ Urban,0,0,0,0,0,2,7.0,0,0,1,0,0,1,1,11.510322079100114,0.0,10.094934017107084,1.0986122886681098,3.828641396489095,3.970291913552122
5509,0,0.0,1,39.0,1,0.0,0.0,No,0.0,Yes,z_F,z_High School,Student,38,Commercial,9400.0,6,z_SUV,no,5436.0,2,No,0,1.0,z_Highly Rural/ Rural,0,1,1,0,1,1,0.0,0,0,0,1,1,0,0,0.0,0.0,9.148464968258095,1.0986122886681098,3.6635616461296463,3.6375861597263857
5511,0,0.0,0,50.0,0,12.0,43610.0,No,160173.0,Yes,M,Masters,Lawyer,57,Private,14730.0,3,Minivan,no,0.0,0,No,2,7.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,1,1,1,0,0,1,1,10.683064691094435,1.0986122886681098,9.597641509456675,0.0,3.912023005428146,4.04305126783455
5512,1,6471.0,0,46.0,0,6.0,77946.0,No,225853.0,Yes,M,z_High School,z_Blue Collar,34,Commercial,17840.0,3,Van,yes,4002.0,1,No,1,1.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,4,1,0,0,0,0,0,11.263784387536202,0.6931471805599453,9.789198406134,0.6931471805599453,3.828641396489095,3.5263605246161616
5513,0,0.0,0,56.0,0,10.0,229724.0,No,0.0,z_No,z_F,PhD,Manager,61,Commercial,42580.0,14,Panel Truck,no,0.0,0,No,2,23.0,Highly Urban/ Urban,0,0,1,0,0,4,7.0,5,0,1,0,0,1,1,12.344638220369086,1.0986122886681098,10.65913993844747,0.0,4.02535169073515,4.110873864173311
5514,1,830.0,0,49.0,0,12.0,26217.0,No,0.0,z_No,M,Masters,Lawyer,15,Private,12510.0,6,Minivan,yes,6281.0,2,No,1,16.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,1,0,1,0,0,1,1,10.174201476757755,0.6931471805599453,9.434283603460957,1.0986122886681098,3.8918202981106265,2.70805020110221
5518,0,0.0,0,40.0,0,8.0,30926.0,No,0.0,Yes,z_F,Bachelors,Professional,35,Private,8440.0,1,z_SUV,no,0.0,0,No,0,7.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,0,0,1,0,0,1,1,10.339384867764494,0.0,9.040737587590003,0.0,3.6888794541139363,3.5553480614894135
5519,1,4907.0,1,40.0,1,12.0,159889.0,No,412774.0,Yes,z_F,PhD,Doctor,10,Private,24870.0,4,Sports Car,no,7343.0,4,No,3,13.0,Highly Urban/ Urban,0,1,0,0,0,4,5.0,3,1,1,1,1,1,1,11.982241357779467,1.3862943611198906,10.12141753679745,1.6094379124341003,3.6888794541139363,2.302585092994046
5520,1,5165.0,0,35.0,0,9.0,55578.0,No,173187.0,Yes,z_F,z_High School,z_Blue Collar,47,Commercial,22230.0,5,Minivan,no,0.0,0,No,4,5.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,1,1,1,0,0,0,0,10.925560711051151,1.6094379124341003,10.009198006958242,0.0,3.5553480614894135,3.8501476017100584
5521,0,0.0,0,38.0,0,10.0,10521.0,No,0.0,z_No,z_F,z_High School,Clerical,47,Private,24580.0,4,Van,no,0.0,0,No,1,1.0,z_Highly Rural/ Rural,0,0,0,0,1,1,3.0,4,0,0,0,0,0,0,9.261223582290752,0.6931471805599453,10.109688383120027,0.0,3.6375861597263857,3.8501476017100584
5522,0,0.0,0,36.0,3,15.0,10705.0,No,149950.0,Yes,z_F,z_High School,Home Maker,24,Private,6330.0,4,z_SUV,no,0.0,0,No,1,1.0,z_Highly Rural/ Rural,0,1,0,0,1,1,1.0,0,1,0,1,0,0,0,9.278559610953327,0.6931471805599453,8.753055515138222,0.0,3.58351893845611,3.1780538303479458
5523,1,6872.0,0,37.0,0,10.0,55076.0,No,245993.0,Yes,M,z_High School,Clerical,23,Private,16400.0,4,Van,no,0.0,0,No,1,1.0,Highly Urban/ Urban,0,1,0,0,0,1,3.0,4,1,0,0,0,0,0,10.916487485128314,0.6931471805599453,9.70503661381229,0.0,3.6109179126442243,3.1354942159291497
5525,0,0.0,0,31.0,1,11.0,101321.0,Yes,0.0,z_No,M,Bachelors,Professional,5,Private,11640.0,1,Minivan,yes,0.0,0,No,0,11.0,Highly Urban/ Urban,1,0,0,0,0,2,4.0,1,0,1,1,0,1,1,11.526058843360191,0.0,9.36220272128543,0.0,3.4339872044851463,1.6094379124341003
5526,1,3542.0,1,46.0,0,13.0,83790.0,No,266852.0,Yes,M,Bachelors,Manager,53,Private,16450.0,6,z_SUV,no,5105.0,3,No,3,10.0,Highly Urban/ Urban,0,1,0,0,0,2,7.0,0,1,1,0,1,1,1,11.336080882134516,1.3862943611198906,9.708080756193517,1.3862943611198906,3.828641396489095,3.970291913552122
5527,0,0.0,0,46.0,0,5.0,17991.0,No,0.0,z_No,z_F,<High School,Student,61,Private,17280.0,1,Minivan,no,0.0,0,No,0,4.0,z_Highly Rural/ Rural,0,0,0,0,1,0,0.0,1,0,1,0,0,0,0,9.797682493639151,0.0,9.757305042358047,0.0,3.828641396489095,4.110873864173311
5528,0,0.0,0,34.0,2,9.0,105953.0,Yes,0.0,z_No,z_F,Bachelors,Manager,38,Private,31310.0,1,Pickup,no,3622.0,1,No,6,9.841792349826228,Highly Urban/ Urban,1,0,0,0,0,2,7.0,2,0,1,1,0,1,1,11.570760316641179,1.9459101490553132,10.351692814320451,0.6931471805599453,3.5263605246161616,3.6375861597263857
5529,0,0.0,0,48.0,0,12.0,58438.0,No,210729.0,z_No,z_F,z_High School,Professional,16,Private,25670.0,1,Minivan,no,3963.0,2,No,3,8.0,Highly Urban/ Urban,0,0,0,0,0,1,4.0,1,1,1,0,0,1,0,10.975738754150811,1.3862943611198906,10.153078273865185,1.0986122886681098,3.871201010907891,2.772588722239781
5531,0,0.0,0,57.0,0,14.0,82198.0,No,322327.0,Yes,z_F,PhD,Doctor,31,Private,19000.0,6,Minivan,no,0.0,0,No,0,7.0,Highly Urban/ Urban,0,1,0,0,0,4,5.0,1,1,1,0,0,1,1,11.31689841552015,0.0,9.852194258148577,0.0,4.04305126783455,3.4339872044851463
5532,0,0.0,2,43.0,3,0.0,0.0,No,68086.0,Yes,z_F,z_High School,Home Maker,30,Private,5800.0,1,z_SUV,no,35965.0,2,No,5,10.0,Highly Urban/ Urban,0,1,0,0,0,1,1.0,0,1,1,1,1,0,0,0.0,1.791759469228055,8.66561319653451,1.0986122886681098,3.7612001156935624,3.4011973816621555
5533,1,6425.0,2,58.0,2,16.0,46187.0,No,201756.0,Yes,z_F,<High School,z_Blue Collar,27,Private,4090.0,4,z_SUV,no,0.0,0,No,0,1.0,Highly Urban/ Urban,0,1,0,0,0,0,2.0,0,1,0,1,1,0,0,10.740475303071747,0.0,8.316300249036848,0.0,4.060443010546419,3.295836866004329
5535,0,0.0,0,47.0,0,0.0,0.0,No,0.0,z_No,z_F,<High School,Student,5,Private,6200.0,11,Sports Car,no,5479.0,1,No,0,2.2072043869609397,Highly Urban/ Urban,0,0,0,0,0,0,0.0,3,0,1,0,0,0,0,0.0,0.0,8.732304571033183,0.6931471805599453,3.8501476017100584,1.6094379124341003
5536,0,0.0,0,59.0,0,8.85852228440386,1249.0,No,116783.0,Yes,z_F,Bachelors,Home Maker,11,Private,7520.0,1,z_SUV,no,0.0,0,No,0,1.0,Highly Urban/ Urban,0,1,0,0,0,2,1.0,0,1,0,0,0,0,1,7.1308988302963465,0.0,8.925321416943886,0.0,4.07753744390572,2.3978952727983707
5537,0,0.0,0,46.0,0,12.0,47655.0,No,0.0,z_No,z_F,<High School,z_Blue Collar,18,Private,13210.0,3,z_SUV,no,0.0,0,No,1,8.0,z_Highly Rural/ Rural,0,0,0,0,1,0,2.0,0,0,1,0,0,0,0,10.771763819308523,0.6931471805599453,9.488729397516371,0.0,3.828641396489095,2.8903717578961645
5538,0,0.0,0,47.0,0,0.0,0.0,No,134127.0,Yes,M,Bachelors,Home Maker,28,Private,5710.0,6,Minivan,no,4036.0,1,No,4,13.0,Highly Urban/ Urban,0,1,0,0,0,2,1.0,1,1,1,0,0,0,1,0.0,1.6094379124341003,8.649974302650056,0.6931471805599453,3.8501476017100584,3.332204510175204
5539,0,0.0,0,39.0,0,11.794873348095866,102903.0,No,233330.0,Yes,z_F,Masters,Lawyer,9,Private,7640.0,6,z_SUV,no,3873.0,3,No,1,19.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,0,1,1,0,0,1,1,11.54155179375855,0.6931471805599453,8.941152882160566,1.3862943611198906,3.6635616461296463,2.1972245773362196
5540,0,0.0,1,59.0,1,17.0,55165.0,No,225948.0,Yes,z_F,Bachelors,Professional,34,Private,14050.0,1,z_SUV,no,0.0,0,No,0,10.0,z_Highly Rural/ Rural,0,1,0,0,1,2,4.0,0,1,1,1,1,1,1,10.918102100465982,0.0,9.550377674761892,0.0,4.07753744390572,3.5263605246161616
5541,1,1896.0,1,42.0,1,10.0,61365.0,No,152143.0,Yes,z_F,Bachelors,Professional,36,Private,14830.0,10,z_SUV,no,0.0,0,No,0,13.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,0,1,1,1,1,1,1,11.024611214832996,0.0,9.604407435131979,0.0,3.7376696182833684,3.58351893845611
5542,0,0.0,0,53.0,0,11.0,83353.0,No,0.0,z_No,z_F,Masters,Lawyer,21,Private,20220.0,1,Pickup,no,4923.0,1,No,0,13.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,2,0,1,0,0,1,1,11.330851877429357,0.0,9.914427492574463,0.6931471805599453,3.970291913552122,3.044522437723423
5544,0,0.0,2,39.0,2,13.0,109387.0,No,263198.0,Yes,M,Bachelors,z_Blue Collar,20,Commercial,5330.0,6,Pickup,yes,0.0,0,No,0,6.0,z_Highly Rural/ Rural,0,1,1,0,1,2,2.0,2,1,1,1,1,0,1,11.602656473739822,0.0,8.58110651715989,0.0,3.6635616461296463,2.995732273553991
5546,0,0.0,0,46.0,0,9.0,60352.0,No,246779.0,Yes,M,z_High School,Clerical,51,Private,12140.0,1,Pickup,yes,0.0,0,No,2,10.0,z_Highly Rural/ Rural,0,1,0,0,1,1,3.0,2,1,1,0,0,0,0,11.00796593531503,1.0986122886681098,9.40426106461349,0.0,3.828641396489095,3.9318256327243257
5547,0,0.0,0,45.0,0,10.0,79627.0,No,252862.0,Yes,M,Bachelors,Manager,31,Private,5900.0,1,Pickup,no,0.0,0,No,0,10.0,Highly Urban/ Urban,0,1,0,0,0,2,7.0,2,1,1,0,0,1,1,11.285121068773824,0.0,8.68270762989381,0.0,3.8066624897703196,3.4339872044851463
5548,0,0.0,0,33.0,0,12.0,40071.0,No,0.0,Yes,z_F,Bachelors,Clerical,23,Private,8810.0,1,Sports Car,no,0.0,0,No,1,10.0,Highly Urban/ Urban,0,1,0,0,0,2,3.0,3,0,1,0,0,0,1,10.598433115037453,0.6931471805599453,9.083642718930225,0.0,3.4965075614664802,3.1354942159291497
5549,1,980.0,0,29.0,1,10.0,17984.0,Yes,0.0,z_No,M,z_High School,Clerical,35,Private,13680.0,7,Minivan,yes,4814.0,3,No,5,1.0,Highly Urban/ Urban,1,0,0,0,0,1,3.0,1,0,0,1,0,0,0,9.797293356129725,1.791759469228055,9.523690191176541,1.3862943611198906,3.367295829986474,3.5553480614894135
5550,0,0.0,0,56.0,0,11.0,45762.0,No,0.0,Yes,M,Bachelors,Manager,23,Commercial,19620.0,1,Van,yes,0.0,0,No,1,10.0,Highly Urban/ Urban,0,1,1,0,0,2,7.0,4,0,1,0,0,1,1,10.731231183345313,0.6931471805599453,9.884304733119354,0.0,4.02535169073515,3.1354942159291497
5551,1,3421.0,0,40.0,2,14.0,50401.0,Yes,149910.0,z_No,z_F,z_High School,Clerical,5,Private,1500.0,6,z_SUV,no,0.0,0,No,3,7.0,Highly Urban/ Urban,1,0,0,0,0,1,3.0,0,1,1,1,0,0,0,10.827786135811811,1.3862943611198906,7.313220387090301,0.0,3.6888794541139363,1.6094379124341003
5552,0,0.0,0,35.0,0,7.0,17975.0,No,0.0,z_No,z_F,z_High School,Clerical,35,Private,12320.0,1,z_SUV,no,7652.0,1,No,4,6.0,Highly Urban/ Urban,0,0,0,0,0,1,3.0,0,0,1,0,0,0,0,9.796792813865165,1.6094379124341003,9.41897923708751,0.6931471805599453,3.5553480614894135,3.5553480614894135
5553,0,0.0,0,34.0,4,8.0,129682.0,Yes,0.0,z_No,M,Masters,Professional,42,Private,17870.0,3,Minivan,yes,0.0,0,No,0,16.0,Highly Urban/ Urban,1,0,0,0,0,3,4.0,1,0,1,1,0,1,1,11.772848290009957,0.0,9.790878608153474,0.0,3.5263605246161616,3.7376696182833684
5554,0,0.0,0,39.0,0,11.0,15430.0,No,134172.0,z_No,z_F,<High School,Clerical,20,Private,6940.0,9,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural,0,0,0,0,1,0,3.0,0,1,0,0,0,0,0,9.644133752071205,0.0,8.84505705350085,0.0,3.6635616461296463,2.995732273553991
5555,1,1639.0,1,41.0,2,13.0,111014.0,Yes,298205.0,z_No,z_F,Masters,Lawyer,35,Private,1500.0,6,z_SUV,no,20972.0,2,Yes,6,17.0,Highly Urban/ Urban,1,0,0,1,0,3,6.0,0,1,1,1,1,1,1,11.617420606299676,1.9459101490553132,7.313220387090301,1.0986122886681098,3.713572066704308,3.5553480614894135
5556,0,0.0,0,59.0,0,9.0,84401.0,No,291524.0,Yes,z_F,PhD,Home Maker,39,Private,15910.0,1,z_SUV,no,0.0,0,No,0,15.0,z_Highly Rural/ Rural,0,1,0,0,1,4,1.0,0,1,1,0,0,0,1,11.343346376985751,0.0,9.674703121331833,0.0,4.07753744390572,3.6635616461296463
5557,0,0.0,1,43.0,1,11.0,116360.0,Yes,320874.0,z_No,z_F,Masters,Lawyer,56,Private,5700.0,6,z_SUV,no,0.0,0,No,0,12.295900519883485,Highly Urban/ Urban,1,0,0,0,0,3,6.0,0,1,1,1,1,1,1,11.664452706590772,0.0,8.648221453822641,0.0,3.7612001156935624,4.02535169073515
5559,1,754.51718386,0,48.0,0,13.0,54028.0,No,193941.0,Yes,z_F,Bachelors,Home Maker,46,Private,6450.0,1,z_SUV,no,2755.0,2,No,0,7.0,Highly Urban/ Urban,0,1,0,0,0,2,1.0,0,1,1,0,0,0,1,10.897276218430667,0.0,8.771835409789817,1.0986122886681098,3.871201010907891,3.828641396489095
5560,0,0.0,0,49.0,0,13.0,126820.0,No,0.0,z_No,z_F,PhD,Doctor,31,Private,19080.0,1,Sports Car,no,6563.0,3,No,2,12.0,Highly Urban/ Urban,0,0,0,0,0,4,5.0,3,0,1,0,0,1,1,11.750531922414545,1.0986122886681098,9.856395945002278,1.3862943611198906,3.8918202981106265,3.4339872044851463
5561,0,0.0,0,54.0,0,12.0,61428.0,No,248266.0,Yes,M,Bachelors,z_Blue Collar,5,Commercial,23450.0,1,Minivan,yes,0.0,0,No,0,8.0,z_Highly Rural/ Rural,0,1,1,0,1,2,2.0,1,1,1,0,0,0,1,11.025637315334281,0.0,10.062625773874425,0.0,3.9889840465642745,1.6094379124341003
5563,0,0.0,0,36.0,2,12.0,47060.0,No,175052.0,Yes,z_F,Bachelors,Clerical,32,Private,26170.0,10,Minivan,no,0.0,0,No,0,6.0,Highly Urban/ Urban,0,1,0,0,0,2,3.0,1,1,1,1,0,0,1,10.75919991152435,0.0,10.172368995524192,0.0,3.58351893845611,3.4657359027997265
5564,0,0.0,2,43.0,2,4.0,67546.0,Yes,0.0,z_No,z_F,Bachelors,Professional,9,Private,26880.0,6,Minivan,no,0.0,0,No,0,10.0,Highly Urban/ Urban,1,0,0,0,0,2,4.0,1,0,1,1,1,1,1,11.120578930855121,0.0,10.199137794637085,0.0,3.7612001156935624,2.1972245773362196
5565,1,1550.0,0,47.0,0,0.0,0.0,No,0.0,z_No,z_F,<High School,Student,26,Private,6200.0,6,Sports Car,no,0.0,0,No,4,1.0,Highly Urban/ Urban,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0.0,1.6094379124341003,8.732304571033183,0.0,3.8501476017100584,3.258096538021482
5566,0,0.0,0,37.0,2,0.0,0.0,No,79301.0,Yes,z_F,Bachelors,Home Maker,41,Private,1500.0,1,Sports Car,no,0.0,0,No,1,5.0,Highly Urban/ Urban,0,1,0,0,0,2,1.0,3,1,1,1,0,0,1,0.0,0.6931471805599453,7.313220387090301,0.0,3.6109179126442243,3.713572066704308
5567,1,6050.0,0,50.0,0,11.0,33575.0,No,175923.0,Yes,M,z_High School,z_Blue Collar,44,Commercial,12470.0,1,Minivan,no,3707.0,1,Yes,0,7.0,Highly Urban/ Urban,0,1,1,1,0,1,2.0,1,1,1,0,0,0,0,10.421566805013427,0.0,9.431081038674082,0.6931471805599453,3.912023005428146,3.784189633918261
